id,observed_on_string,observed_on,Unnamed: 3,year,time_observed_at,time_zone,user_id,user_login,Source,created_at,updated_at,quality_grade,license,url,image_url,place_guess,latitude,longitude,species_guess,scientific_name,common_name,taxon_id,combined lat and long
,,2005,,2005,,,,Harwood et al. (2006a),Published Record,,,,,Harwood et al. (2006a),,"Jefferson County,USA",29.834772,-94.1704496,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"29.834772,-94.1704496"
,,2005–2007,,2005–2007,,,,Haelewaters et al. (2015),Published Record,,,,,Haelewaters et al. (2015),,"Boston Harbor Islands,USA",42.2801822,-70.9540168,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"42.2801822,-70.9540168"
,,2006–2007,,2006–2007,,,,De Kesel (2011),Published Record,,,,,De Kesel (2011),,"Meise,Belgium",50.9341625,4.3287322,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"50.9341625,4.3287322"
,,2007,,2007,,,,Riddick & Cottrell (2010),Published Record,,,,,Riddick & Cottrell (2010),,"Peach County,USA",32.5543462,-83.8350733,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"32.5543462,-83.8350733"
,,2007–2009,,2007–2009,,,,Riddick (2010),Published Record,,,,,Riddick (2010),,"Mississippi,USA",32.9715285,-89.7348497,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"32.9715285,-89.7348497"
,,2008,,2008,,,,Haelewaters & De Kesel (2011),Published Record,,,,,Haelewaters & De Kesel (2011),,North Brabant Province,50.8802265,4.7095824,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"50.8802265,4.7095824"
,,2008–2009,,2008–2009,,,,Herz & Kleespiel (2012),Published Record,,,,,Herz & Kleespiel (2012),,"Hesse,Germany",50.6080651,9.0284647,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"50.6080651,9.0284647"
,,2008–2011,,2008–2011,,,,Raak-van den Berg et al. (2014),Published Record,,,,,Raak-van den Berg et al. (2014),,North Brabant Province,50.8802265,4.7095824,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"50.8802265,4.7095824"
,,2008–2015,,2008–2015,,,,van Wielink (2017),Published Record,,,,,van Wielink (2017),,North Brabant Province,50.8802265,4.7095824,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"50.8802265,4.7095824"
,,2009,,2009,,,,Steenberg & Harding (2010),Published Record,,,,,Steenberg & Harding (2010),,"Hohenstein,Germany",48.3472808,9.3548059,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"48.3472808,9.3548059"
,,2009,,2009,,,,Haelewaters et al. (2012b),Published Record,,,,,Haelewaters et al. (2012b),,North Brabant Province,50.8802265,4.7095824,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"50.8802265,4.7095824"
,,2009,,2009,,,,Raak-van den Berg et al. (2014),Published Record,,,,,Raak-van den Berg et al. (2014),,Zundert,51.48587835,4.654245797,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"51.48587835,4.654245797"
,,2009,,2009,,,,Cottrell & Riddick (2012),Published Record,,,,,Cottrell & Riddick (2012),,"Peach County,USA",32.5543462,-83.8350733,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"32.5543462,-83.8350733"
,,2009,,2009,,,,Haelewaters et al. (2017),Published Record,,,,,Haelewaters et al. (2017),,"Saint Lucie County,USA",27.3900897,-80.457904,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"27.3900897,-80.457904"
,,2010,,2010,,,,De Kesel (2011),Published Record,,,,,De Kesel (2011),,"Ukkel,Belgium",50.8035441,4.3338445,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"50.8035441,4.3338445"
,,2010,,2010,,,,Haelewaters et al. (2017),Published Record,,,,,Haelewaters et al. (2017),,"Elgin County,Canada",42.7269522,-81.3660384,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"42.7269522,-81.3660384"
,,2010,,2010,,,,Ceryngier & Twardowska (2013),Published Record,,,,,Ceryngier & Twardowska (2013),,"Giessen,Germany",50.5862066,8.6742306,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"50.5862066,8.6742306"
,,2010,,2010,,,,Raak-van den Berg et al. (2014),Published Record,,,,,Raak-van den Berg et al. (2014),,Alkmaar,52.6008538,4.817099446,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"52.6008538,4.817099446"
,,2010,,2010,,,,Raak-van den Berg et al. (2014),Published Record,,,,,Raak-van den Berg et al. (2014),,Alphen-aan-de-Rijn,52.1343369,4.6561357,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"52.1343369,4.6561357"
,,2010,,2010,,,,Raak-van den Berg et al. (2014),Published Record,,,,,Raak-van den Berg et al. (2014),,Deelen,52.0659639,5.8927328,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"52.0659639,5.8927328"
,,2010,,2010,,,,Raak-van den Berg et al. (2014),Published Record,,,,,Raak-van den Berg et al. (2014),,Doesburg,52.0187505,6.151558274,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"52.0187505,6.151558274"
,,2010,,2010,,,,Raak-van den Berg et al. (2014),Published Record,,,,,Raak-van den Berg et al. (2014),,Kootwijk,52.1847669,5.7703284,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"52.1847669,5.7703284"
,,2010,,2010,,,,Raak-van den Berg et al. (2014),Published Record,,,,,Raak-van den Berg et al. (2014),,Tilburg,51.58561875,5.066061909,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"51.58561875,5.066061909"
,,2010,,2010,,,,Raak-van den Berg et al. (2014),Published Record,,,,,Raak-van den Berg et al. (2014),,Wageningen,51.9685817,5.668298062,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"51.9685817,5.668298062"
,,2010,,2010,,,,Raak-van den Berg et al. (2014),Published Record,,,,,Raak-van den Berg et al. (2014),,Winterswijk,51.96802135,6.737872363,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"51.96802135,6.737872363"
,,2010,,2010,,,,Flickr*,Published Record,,,,,Flickr*,,"Monroe County,USA",38.2722313,-90.1792484,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"38.2722313,-90.1792484"
,,2011,,2011,,,,De Kesel (2011),Published Record,,,,,De Kesel (2011),,"Flemish Region,Belgium",51.0962462,4.178629103,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"51.0962462,4.178629103"
,,2011–2016,,2011–2016,,,,Haelewaters et al. (2017),Published Record,,,,,Haelewaters et al. (2017),,"Meise,Belgium",50.9341625,4.3287322,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"50.9341625,4.3287322"
,,2011,,2011,,,,Haelewaters et al. (2012a),Published Record,,,,,Haelewaters et al. (2012a),,North Brabant Province,50.8802265,4.7095824,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"50.8802265,4.7095824"
,,2011,,2011,,,,Raak-van den Berg et al. (2014),Published Record,,,,,Raak-van den Berg et al. (2014),,Deelen,52.0659639,5.8927328,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"52.0659639,5.8927328"
,,2011,,2011,,,,Haelewaters et al. (2014),Published Record,,,,,Haelewaters et al. (2014),,Tilburg,51.58561875,5.066061909,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"51.58561875,5.066061909"
,,2011,,2011,,,,Haelewaters et al. (2012a),Published Record,,,,,Haelewaters et al. (2012a),,Utrecht,52.0809856,5.127683969,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"52.0809856,5.127683969"
,,2011,,2011,,,,Haelewaters et al. (2014),Published Record,,,,,Haelewaters et al. (2014),,"Oxfordshire County,UK",54.7813351,-1.5322325,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"54.7813351,-1.5322325"
,,2011,,2011,,,,This paper: Additional material examined,Published Record,,,,,This paper: Additional material examined,,"Montgomery County,USA",30.301949,-95.5065944,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"30.301949,-95.5065944"
,,2012,,2012,,,,Flickr*,Published Record,,,,,Flickr*,,"Watermael-Boitsfort,Belgium",50.7981063,4.4176441,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"50.7981063,4.4176441"
,,2012,,2012,,,,Haelewaters et al. (2017),Published Record,,,,,Haelewaters et al. (2017),,"Baltimore,USA",39.2908816,-76.610759,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"39.2908816,-76.610759"
,,2012,,2012,,,,This paper: Additional material examined,Published Record,,,,,This paper: Additional material examined,,"Delaware County,USA",39.9194117,-75.4001639,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"39.9194117,-75.4001639"
,,2013,,2013,,,,Haelewaters et al. (2014),Published Record,,,,,Haelewaters et al. (2014),,"Destelbergen,Belgium",51.0556204,3.7978887,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"51.0556204,3.7978887"
,,2013,,2013,,,,Ceryngier et al. (2013),Published Record,,,,,Ceryngier et al. (2013),,Peljesac,42.9045675,17.47521045,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"42.9045675,17.47521045"
,,2013,,2013,,,,Ceryngier & Twardowska (2013),Published Record,,,,,Ceryngier & Twardowska (2013),,"Ceske Budejovice,Czech Republic",48.9747357,14.474285,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"48.9747357,14.474285"
,,2013,,2013,,,,Haelewaters et al. (2017),Published Record,,,,,Haelewaters et al. (2017),,"Paris,France",48.8588897,2.320041022,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"48.8588897,2.320041022"
,,2013,,2013,,,,Haelewaters et al. (2018a),Published Record,,,,,Haelewaters et al. (2018a),,"Gereuth,Germany",49.882834,10.9174526,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"49.882834,10.9174526"
,,2013,,2013,,,,Haelewaters et al. (2017),Published Record,,,,,Haelewaters et al. (2017),,"Warsaw,Poland",52.2337172,21.07143224,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"52.2337172,21.07143224"
,,2013,,2013,,,,This paper: Additional material examined,Published Record,,,,,This paper: Additional material examined,,"Washington County,USA",30.2226352,-96.3936114,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"30.2226352,-96.3936114"
,,2013-2015,,2013-2015,,,,Haelewaters et al. (2016),Published Record,,,,,Haelewaters et al. (2016),,"Stellenbosch,South Africa",-33.934444,18.869167,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"-33.934444,18.869167"
,,2014,,2014,,,,"Fiedler & Nedv?d (2019), Haelewaters et al. (2017)",Published Record,,,,,"Fiedler & Nedv?d (2019), Haelewaters et al. (2017)",,"Bohemian Region,Czech Republic",48.9458,14.4416,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"48.9458,14.4416"
,,2014,,2014,,,,Cornejo & GonzÃ¡lez (2015),Published Record,,,,,Cornejo & GonzÃ¡lez (2015),,"Ecuador,Ecuador",-1.3397668,-79.3666965,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"-1.3397668,-79.3666965"
,,2014,,2014,,,,"Pfliegler (2014), Haelewaters et al. (2017)",Published Record,,,,,"Pfliegler (2014), Haelewaters et al. (2017)",,"Debrecen,Hungary",47.531399,21.6259782,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"47.531399,21.6259782"
,,2014,,2014,,,,Haelewaters et al. (2018a),Published Record,,,,,Haelewaters et al. (2018a),,Ijsselstein,52.02620525,5.028685923,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"52.02620525,5.028685923"
,,2014,,2014,,,,This paper: Additional material examined,Published Record,,,,,This paper: Additional material examined,,"Bristol County,USA",41.7425538,-71.0856545,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"41.7425538,-71.0856545"
,,2014,,2014,,,,Haelewaters et al. (2017),Published Record,,,,,Haelewaters et al. (2017),,"Cheshire County,USA",42.9525022,-72.2834412,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"42.9525022,-72.2834412"
,,2014,,2014,,,,This paper: Additional material sequenced,Published Record,,,,,This paper: Additional material sequenced,,"Middlesex County,USA",42.485452,-71.3968261,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"42.485452,-71.3968261"
,,2014,,2014,,,,"Haelewaters et al. (2016, 2018a)",Published Record,,,,,"Haelewaters et al. (2016, 2018a)",,"Peach County,USA",32.5543462,-83.8350733,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"32.5543462,-83.8350733"
,,2014,,2014,,,,This paper: Additional material sequenced,Published Record,,,,,This paper: Additional material sequenced,,"Suffolk County,USA",40.8832318,-72.8578027,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"40.8832318,-72.8578027"
,,2014–2015,,2014–2015,,,,Gorczak et al. (2016),Published Record,,,,,Gorczak et al. (2016),,"Warsaw,Poland",52.2337172,21.07143224,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"52.2337172,21.07143224"
,,2015,,2015,,,,Haelewaters et al. (2017),Published Record,,,,,Haelewaters et al. (2017),,"Vancouver,Canada",49.2608724,-123.113952,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"49.2608724,-123.113952"
,,2015,,2015,,,,Haelewaters et al. (2017),Published Record,,,,,Haelewaters et al. (2017),,"Peljesac,Croatia",42.9045675,17.47521045,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"42.9045675,17.47521045"
,,2015,,2015,,,,Haelewaters et al. (2017),Published Record,,,,,Haelewaters et al. (2017),,"Szentmartonkata,Hungary",47.4440884,19.6916458,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"47.4440884,19.6916458"
,,2015,,2015,,,,Haelewaters et al. (2017),Published Record,,,,,Haelewaters et al. (2017),,"Bratislava Region,Slovakia",48.1516988,17.1093063,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"48.1516988,17.1093063"
,,2015,,2015,,,,Haelewaters et al. (2019),Published Record,,,,,Haelewaters et al. (2019),,"Baltimore,USA",39.2908816,-76.610759,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"39.2908816,-76.610759"
,,2015,,2015,,,,Haelewaters et al. (2017),Published Record,,,,,Haelewaters et al. (2017),,"Middlesex County,USA",42.485452,-71.3968261,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"42.485452,-71.3968261"
,,2015,,2015,,,,This paper: Additional material examined,Published Record,,,,,This paper: Additional material examined,,"Peach County,USA",32.5543462,-83.8350733,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"32.5543462,-83.8350733"
,,2015,,2015,,,,Haelewaters et al. (2017),Published Record,,,,,Haelewaters et al. (2017),,"Washtenaw County,USA",42.2582044,-83.8440853,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"42.2582044,-83.8440853"
,,2016,,2016,,,,Haelewaters et al. (2017),Published Record,,,,,Haelewaters et al. (2017),,"Aguas Verdes,Argentina",-22.4984079,-62.4070429,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"-22.4984079,-62.4070429"
,,2016,,2016,,,,Haelewaters et al. (2017),Published Record,,,,,Haelewaters et al. (2017),,"Vienna,Austria",48.2083537,16.3725042,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"48.2083537,16.3725042"
,,2016,,2016,,,,Haelewaters et al. (2017),Published Record,,,,,Haelewaters et al. (2017),,"Debrecen,Hungary",47.531399,21.6259782,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"47.531399,21.6259782"
,,2016,,2016,,,,Haelewaters et al. (2018a),Published Record,,,,,Haelewaters et al. (2018a),,Tilburg,51.58561875,5.066061909,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"51.58561875,5.066061909"
,,2016,,2016,,,,Haelewaters et al. (2017),Published Record,,,,,Haelewaters et al. (2017),,"Benton County,USA",45.7162129,-94.0481042,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"45.7162129,-94.0481042"
,,2016,,2016,,,,Haelewaters et al. (2017),Published Record,,,,,Haelewaters et al. (2017),,"Chittenden County,USA",44.4531756,-73.0673673,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"44.4531756,-73.0673673"
,,2016,,2016,,,,Haelewaters et al. (2018b),Published Record,,,,,Haelewaters et al. (2018b),,"Middlesex County,USA",42.485452,-71.3968261,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"42.485452,-71.3968261"
,,2016,,2016,,,,This paper: Additional material sequenced,Published Record,,,,,This paper: Additional material sequenced,,"Monongalia County,USA",39.6391074,-80.0300399,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"39.6391074,-80.0300399"
,,2016,,2016,,,,Haelewaters et al. (2017),Published Record,,,,,Haelewaters et al. (2017),,"Tuscaloosa County,USA",33.2668398,-87.4862182,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"33.2668398,-87.4862182"
,,2017,,2017,,,,Ceryngier & Romanowski (2017),Published Record,,,,,Ceryngier & Romanowski (2017),,"Western Region,Bulgaria",60.18690235,24.87022837,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"60.18690235,24.87022837"
,,2017,,2017,,,,Ceryngier & Romanowski (2017),Published Record,,,,,Ceryngier & Romanowski (2017),,"Macedonian Region,Greece",41.0866236,23.5357791,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"41.0866236,23.5357791"
,,2017,,2017,,,,Haelewaters et al. (2018a),Published Record,,,,,Haelewaters et al. (2018a),,"Kyoto,Japan",35.021041,135.7556075,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"35.021041,135.7556075"
,,2017,,2017,,,,Ceryngier & Romanowski (2017),Published Record,,,,,Ceryngier & Romanowski (2017),,"Bistrice,Montenegro",42.3048551,19.1873526,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"42.3048551,19.1873526"
,,2017,,2017,,,,This paper: Additional material examined,Published Record,,,,,This paper: Additional material examined,,"Dane County,USA",43.0709273,-89.4322174,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"43.0709273,-89.4322174"
,,2017,,2017,,,,This paper: Additional material examined,Published Record,,,,,This paper: Additional material examined,,"Middlesex County,USA",42.485452,-71.3968261,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"42.485452,-71.3968261"
,,2017,,2017,,,,Crous et al. (2021),Published Record,,,,,Crous et al. (2021),,"Windham County,USA",41.8208345,-72.0051201,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"41.8208345,-72.0051201"
,,2018,,2018,,,,This paper: Additional material examined,Published Record,,,,,This paper: Additional material examined,,"Ceske Budejovice,Czech Republic",48.9747357,14.474285,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"48.9747357,14.474285"
,,2018,,2018,,,,This paper: Additional material examined,Published Record,,,,,This paper: Additional material examined,,"Konetopy,Czech Republic",50.276404,14.6538239,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"50.276404,14.6538239"
,,2018,,2018,,,,Knapp et al. (2022),Published Record,,,,,Knapp et al. (2022),,"Mystice,Czech Republic",49.4531501,13.970085,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"49.4531501,13.970085"
,,2018,,2018,,,,This paper: Additional material examined,Published Record,,,,,This paper: Additional material examined,,"VelkeÂ PrÃ­lepy,Czech Republic",50.1606031,14.314113,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"50.1606031,14.314113"
